              Procedure           Image            Address        Calls Instructions
     PathCreateFromUrlW C:\Windows\system32\SHLWAPI.dll           75d4c11b            5          425
                 UrlIsW C:\Windows\system32\SHLWAPI.dll           75d4bd5e           10          471
              StrCmpNCW C:\Windows\system32\SHLWAPI.dll           75d4b772            7         2671
          PathIsPrefixW C:\Windows\system32\SHLWAPI.dll           75d4b6b5            0          577
  PathIsUNCServerShareW C:\Windows\system32\SHLWAPI.dll           75d4b54e            1           28
       PathIsUNCServerW C:\Windows\system32\SHLWAPI.dll           75d4b506            1           28
            AssocCreate C:\Windows\system32\SHLWAPI.dll           75d4b333          129         5973
            Ordinal_544 C:\Windows\system32\SHLWAPI.dll           75d4b241          801        67519
            Ordinal_516 C:\Windows\system32\SHLWAPI.dll           75d4b0de            3        87753
  PathMakeSystemFolderW C:\Windows\system32\SHLWAPI.dll           75d4aee7            0          155
            Ordinal_635 C:\Windows\system32\SHLWAPI.dll           75d4ac7c          181        23212
 unnamedImageEntryPoint C:\Windows\system32\SHLWAPI.dll           75d4a66a            0        17897
              StrRStrIW C:\Windows\system32\SHLWAPI.dll           75d4a028            9       212500
            Ordinal_517 C:\Windows\system32\SHLWAPI.dll           75d49ec2            0        11389
            Ordinal_630 C:\Windows\system32\SHLWAPI.dll           75d49816          120        21123
            Ordinal_193 C:\Windows\system32\SHLWAPI.dll           75d49799            1          141
            Ordinal_629 C:\Windows\system32\SHLWAPI.dll           75d495e9          216        18165
            Ordinal_611 C:\Windows\system32\SHLWAPI.dll           75d48eee          263        26556
            Ordinal_268 C:\Windows\system32\SHLWAPI.dll           75d48ec7          364         4948
   SHLoadIndirectString C:\Windows\system32\SHLWAPI.dll           75d48d83          165        14992
            Ordinal_236 C:\Windows\system32\SHLWAPI.dll           75d483a4           16         5632
            Ordinal_260 C:\Windows\system32\SHLWAPI.dll           75d48279           28         1296
            Ordinal_476 C:\Windows\system32\SHLWAPI.dll           75d48105           55        12834
             Ordinal_23 C:\Windows\system32\SHLWAPI.dll           75d47f7b           71         2414
      PathRemoveBlanksW C:\Windows\system32\SHLWAPI.dll           75d47ecd          238        42182
      PathAddBackslashW C:\Windows\system32\SHLWAPI.dll           75d47d74           18        12249
            Ordinal_267 C:\Windows\system32\SHLWAPI.dll           75d47cfd          292        21741
     PathUnquoteSpacesW C:\Windows\system32\SHLWAPI.dll           75d47cd6          235         3760
         PathMatchSpecW C:\Windows\system32\SHLWAPI.dll           75d470fc            3          737
            Ordinal_508 C:\Windows\system32\SHLWAPI.dll           75d46889           32        73265
            Ordinal_477 C:\Windows\system32\SHLWAPI.dll           75d4686f           24          192
     IUnknown_GetWindow C:\Windows\system32\SHLWAPI.dll           75d46778           57         2151
           StrRetToBufW C:\Windows\system32\SHLWAPI.dll           75d466e2          958        31034
SHPropertyBag_ReadStrAlloc C:\Windows\system32\SHLWAPI.dll           75d46697          268         8040
            Ordinal_520 C:\Windows\system32\SHLWAPI.dll           75d46637          268         8478
            Ordinal_507 C:\Windows\system32\SHLWAPI.dll           75d465dc          434        14294
            Ordinal_493 C:\Windows\system32\SHLWAPI.dll           75d4655e         1448        71763
         SHRegGetValueA C:\Windows\system32\SHLWAPI.dll           75d46376            2          313
              StrToIntW C:\Windows\system32\SHLWAPI.dll           75d4632b          235        15290
           SHFreeShared C:\Windows\system32\SHLWAPI.dll           75d4619b           14         7416
          SHAllocShared C:\Windows\system32\SHLWAPI.dll           75d45e2d           20        35660
            Ordinal_510 C:\Windows\system32\SHLWAPI.dll           75d45cc4           23         2766
         SHUnlockShared C:\Windows\system32\SHLWAPI.dll           75d45ca9           23          207
             Ordinal_11 C:\Windows\system32\SHLWAPI.dll           75d45bf5           57         3424
          IStream_Reset C:\Windows\system32\SHLWAPI.dll           75d458aa           95        64436
           IStream_Read C:\Windows\system32\SHLWAPI.dll           75d45862          134         3886
      SHCreateMemStream C:\Windows\system32\SHLWAPI.dll           75d45815          107         1668
            Ordinal_240 C:\Windows\system32\SHLWAPI.dll           75d4562d           48        25639
              StrCmpNCA C:\Windows\system32\SHLWAPI.dll           75d447ee         1148        22037
             Ordinal_34 C:\Windows\system32\SHLWAPI.dll           75d43a90            0         5178
            Ordinal_164 C:\Windows\system32\SHLWAPI.dll           75d439ad          351        15933
            UrlGetPartW C:\Windows\system32\SHLWAPI.dll           75d4383d            0          251
            Ordinal_439 C:\Windows\system32\SHLWAPI.dll           75d4307d           14         2971
 PathParseIconLocationW C:\Windows\system32\SHLWAPI.dll           75d42e41          235        25189
               StrRChrW C:\Windows\system32\SHLWAPI.dll           75d42e0c          236        47324
               StrCmpCA C:\Windows\system32\SHLWAPI.dll           75d42dc3            0         1410
        UrlGetLocationW C:\Windows\system32\SHLWAPI.dll           75d42c3a            0         3307
            Ordinal_344 C:\Windows\system32\SHLWAPI.dll           75d42b3a          142         7838
         SHSkipJunction C:\Windows\system32\SHLWAPI.dll           75d42a91           73         2451
       UrlCanonicalizeW C:\Windows\system32\SHLWAPI.dll           75d42963            0           22
        PathFileExistsA C:\Windows\system32\SHLWAPI.dll           75d428fe            0            6
            Ordinal_413 C:\Windows\system32\SHLWAPI.dll           75d42559            1           75
       SHGetInverseCMAP C:\Windows\system32\SHLWAPI.dll           75d3a4a4            1           15
            Ordinal_506 C:\Windows\system32\SHLWAPI.dll           75d3a406           10          354
            Ordinal_495 C:\Windows\system32\SHLWAPI.dll           75d3a394           18          702
      SHOpenRegStream2W C:\Windows\system32\SHLWAPI.dll           75d3a2c2           22         1524
      SHOpenRegStream2A C:\Windows\system32\SHLWAPI.dll           75d3a1b8           22         1268
            Ordinal_505 C:\Windows\system32\SHLWAPI.dll           75d3a0b8           80         6661
   SHCreateShellPalette C:\Windows\system32\SHLWAPI.dll           75d39ff5            3          198
            Ordinal_278 C:\Windows\system32\SHLWAPI.dll           75d39ec1           20         1880
            Ordinal_237 C:\Windows\system32\SHLWAPI.dll           75d39e7c           37          864
  AssocGetPerceivedType C:\Windows\system32\SHLWAPI.dll           75d39bf7           86        69236
            SHSetValueA C:\Windows\system32\SHLWAPI.dll           75d395fb            0           92
            SHSetValueW C:\Windows\system32\SHLWAPI.dll           75d394d7          118         4956
            Ordinal_173 C:\Windows\system32\SHLWAPI.dll           75d39430           62         1912
             UrlEscapeW C:\Windows\system32\SHLWAPI.dll           75d38f41            0            3
            Ordinal_484 C:\Windows\system32\SHLWAPI.dll           75d38b80            7          231
            Ordinal_494 C:\Windows\system32\SHLWAPI.dll           75d38b0a          344        13052
            Ordinal_171 C:\Windows\system32\SHLWAPI.dll           75d38a7a            1           20
       PathStripToRootW C:\Windows\system32\SHLWAPI.dll           75d389b5            9          570
            Ordinal_471 C:\Windows\system32\SHLWAPI.dll           75d386cd          163       111862
  PathSearchAndQualifyW C:\Windows\system32\SHLWAPI.dll           75d38446            0        15460
        SHIsChildOrSelf C:\Windows\system32\SHLWAPI.dll           75d38099          184         3319
       PathMatchSpecExW C:\Windows\system32\SHLWAPI.dll           75d3805b          155         2170
            Ordinal_165 C:\Windows\system32\SHLWAPI.dll           75d37fb5          124         4624
            Ordinal_178 C:\Windows\system32\SHLWAPI.dll           75d37ef6            0            6
         SHGetThreadRef C:\Windows\system32\SHLWAPI.dll           75d37e89            3           35
            Ordinal_509 C:\Windows\system32\SHLWAPI.dll           75d37ce6            3           96
         SHDeleteValueW C:\Windows\system32\SHLWAPI.dll           75d37bf2           15          555
            Ordinal_533 C:\Windows\system32\SHLWAPI.dll           75d37af3           16         1134
            Ordinal_529 C:\Windows\system32\SHLWAPI.dll           75d37a65           68         2244
SHGetViewStatePropertyBag C:\Windows\system32\SHLWAPI.dll           75d371bd           29        21696
            Ordinal_536 C:\Windows\system32\SHLWAPI.dll           75d37121            8          352
            Ordinal_514 C:\Windows\system32\SHLWAPI.dll           75d3708a           26         1157
            Ordinal_284 C:\Windows\system32\SHLWAPI.dll           75d37045           21          462
            Ordinal_175 C:\Windows\system32\SHLWAPI.dll           75d36d3d           57        17329
            Ordinal_534 C:\Windows\system32\SHLWAPI.dll           75d36bc0          234         8300
 AssocQueryStringByKeyW C:\Windows\system32\SHLWAPI.dll           75d36ac7            8          536
 SHCreateStreamOnFileEx C:\Windows\system32\SHLWAPI.dll           75d3688c           13         2805
             Ordinal_19 C:\Windows\system32\SHLWAPI.dll           75d367a3           16          690
